"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.187543609E0,1.860083222E0,-3.137401581E0,1.678503752E0,4.015043352E0
2.189756421E0,1.871078849E0,-3.137401581E0,1.687055826E0,4.023727389E0
2.191969182E0,1.877187490E0,-3.137401581E0,1.696829677E0,4.030676433E0
2.194181994E0,1.885739565E0,-3.128849506E0,1.711490393E0,4.034217682E0
2.196394807E0,1.890626550E0,-3.115410328E0,1.727372885E0,4.032873336E0
2.198607567E0,1.894291639E0,-3.098306179E0,1.742033601E0,4.027719337E0
2.200820380E0,1.897956848E0,-3.071428061E0,1.757916093E0,4.015741466E0
2.203033140E0,1.901622057E0,-3.048215151E0,1.777463794E0,4.008386158E0
2.205245953E0,1.906508923E0,-3.025002480E0,1.798233151E0,4.002381633E0
2.207458765E0,1.910174131E0,-3.007898092E0,1.821446061E0,4.001734861E0
2.209671526E0,1.911395907E0,-2.995680809E0,1.848324060E0,4.005476208E0
2.211884286E0,1.912617683E0,-2.985907078E0,1.878867388E0,4.012965255E0
2.214097098E0,1.911395907E0,-2.979798317E0,1.914297462E0,4.024570424E0
2.216309911E0,1.911395907E0,-2.977355003E0,1.952171087E0,4.040921811E0
2.218522671E0,1.907730699E0,-2.981020212E0,1.993709922E0,4.062117327E0
2.220735484E0,1.897956848E0,-2.987128735E0,2.032805204E0,4.081357038E0
2.222948244E0,1.890626550E0,-2.995680809E0,2.074344158E0,4.105054926E0
2.225161057E0,1.879630923E0,-3.004232883E0,2.112217665E0,4.125517069E0
2.227376994E0,1.869857073E0,-3.011563301E0,2.146426201E0,4.144034800E0
2.229586630E0,1.858861566E0,-3.017672062E0,2.180634499E0,4.161355285E0
2.231799442E0,1.849087715E0,-3.025002480E0,2.211177826E0,4.178405528E0
2.234012255E0,1.836870432E0,-3.031111002E0,2.236834049E0,4.191080225E0
2.236225015E0,1.829540014E0,-3.042106628E0,2.262490511E0,4.209571560E0
2.238437776E0,1.818544507E0,-3.049437046E0,2.284481525E0,4.221969477E0
2.240650588E0,1.803883672E0,-3.042106628E0,2.302807570E0,4.220347349E0
2.242863401E0,1.786779523E0,-3.043328285E0,2.318690062E0,4.222647477E0
2.245082828E0,1.766010046E0,-3.044549942E0,2.332129002E0,4.222191553E0
2.247288973E0,1.741575480E0,-3.050658703E0,2.339459419E0,4.220506373E0
2.249501734E0,1.718362570E0,-3.055545568E0,2.343124628E0,4.216558035E0
2.251714546E0,1.691484571E0,-3.060432434E0,2.340681076E0,4.207868182E0
2.253927307E0,1.663384795E0,-3.064097643E0,2.334572554E0,4.195923301E0
2.256140119E0,1.636506796E0,-3.068984747E0,2.322355270E0,4.182123369E0
2.258352880E0,1.609628677E0,-3.078758478E0,2.304029226E0,4.168717899E0
2.260565692E0,1.579085469E0,-3.095862627E0,2.284481525E0,4.158934018E0
2.262785588E0,1.553429127E0,-3.119075537E0,2.257603407E0,4.151932971E0
2.264991265E0,1.527772784E0,-3.156949282E0,2.234390736E0,4.158475731E0
2.267204078E0,1.503338218E0,-3.199709654E0,2.208734274E0,4.168533886E0
2.269416838E0,1.478903651E0,-3.246135473E0,2.185521364E0,4.183426246E0
2.271629651E0,1.453247309E0,-3.293782949E0,2.162308693E0,4.199584830E0
2.273842411E0,1.430034399E0,-3.342652082E0,2.146426201E0,4.222021644E0
2.276055223E0,1.408043265E0,-3.389077902E0,2.129321814E0,4.242928970E0
2.278268036E0,1.389717340E0,-3.435503483E0,2.114661217E0,4.266824408E0
2.280480796E0,1.373834848E0,-3.475820541E0,2.103665590E0,4.288841282E0
2.282693609E0,1.359174132E0,-3.512472391E0,2.090226650E0,4.307419653E0
2.284906421E0,1.349400282E0,-3.539350510E0,2.080452681E0,4.321593052E0
2.287119182E0,1.344513416E0,-3.563785076E0,2.068235397E0,4.334267880E0
2.289331942E0,1.342069864E0,-3.593106747E0,2.057239771E0,4.352447942E0
2.291544755E0,1.345735073E0,-3.623649836E0,2.045022488E0,4.373094784E0
2.293757515E0,1.348178625E0,-3.661523581E0,2.038913965E0,4.402443718E0
2.295970328E0,1.357952356E0,-3.700618744E0,2.031583548E0,4.434630244E0
2.298183140E0,1.368947983E0,-3.744601011E0,2.030361891E0,4.474195427E0
2.300395953E0,1.381165266E0,-3.783696413E0,2.031583548E0,4.511242373E0
2.302608713E0,1.392160773E0,-3.820348263E0,2.040135622E0,4.549211561E0
2.304821526E0,1.408043265E0,-3.850891590E0,2.052352905E0,4.585204938E0
2.307034286E0,1.425147533E0,-3.871660948E0,2.067013741E0,4.614471778E0
2.309247046E0,1.444695234E0,-3.880213022E0,2.084117889E0,4.635379682E0
2.311459859E0,1.467908025E0,-3.882656574E0,2.104887247E0,4.654065574E0
2.313672671E0,1.493564367E0,-3.877769709E0,2.123213291E0,4.666461948E0
2.315885484E0,1.521664143E0,-3.863108873E0,2.141539097E0,4.671751452E0
2.318098244E0,1.548542261E0,-3.839895964E0,2.158643484E0,4.669317492E0
2.320311057E0,1.575420260E0,-3.810574532E0,2.174525976E0,4.661651046E0
2.322523817E0,1.602298260E0,-3.775144339E0,2.186743259E0,4.647679052E0
2.324736630E0,1.626732945E0,-3.734827280E0,2.198960543E0,4.629322019E0
2.326949390E0,1.651167512E0,-3.693288565E0,2.207512617E0,4.608670799E0
2.329162203E0,1.671936870E0,-3.648084402E0,2.212399483E0,4.582423395E0
2.331374963E0,1.691484571E0,-3.602880478E0,2.214843035E0,4.554931115E0
2.333587776E0,1.706145287E0,-3.552789450E0,2.217286348E0,4.522123767E0
2.335800588E0,1.722027779E0,-3.502698660E0,2.214843035E0,4.487739658E0
2.338013348E0,1.729358196E0,-3.456272840E0,2.214843035E0,4.454439514E0
2.340226161E0,1.740353703E0,-3.415955782E0,2.206290960E0,4.423268556E0
2.342438921E0,1.746462345E0,-3.389077902E0,2.201403856E0,4.402517312E0
2.344651682E0,1.755014539E0,-3.382969141E0,2.194073677E0,4.397557906E0
2.346864546E0,1.761123180E0,-3.393964767E0,2.189186573E0,4.406028773E0
2.349077984E0,1.762344837E0,-3.422064543E0,2.187964916E0,4.427592521E0
2.351290119E0,1.762344837E0,-3.458716393E0,2.189186573E0,4.456581230E0
2.353502880E0,1.759901404E0,-3.501477003E0,2.194073677E0,4.491275260E0
2.355715692E0,1.751349330E0,-3.550346136E0,2.209956169E0,4.533882269E0
2.357928505E0,1.740353703E0,-3.605324030E0,2.224616766E0,4.579968573E0
2.360141265E0,1.725692987E0,-3.665188789E0,2.244164467E0,4.631187677E0
2.362354026E0,1.709810495E0,-3.722609997E0,2.262490511E0,4.679758587E0
2.364566838E0,1.689041138E0,-3.778809547E0,2.285703182E0,4.728287280E0
2.366779651E0,1.668271661E0,-3.832565546E0,2.307694435E0,4.774635337E0
2.368992411E0,1.643837094E0,-3.888765097E0,2.326020479E0,4.820276511E0
2.371205223E0,1.619402528E0,-3.942521334E0,2.343124628E0,4.863761100E0
2.373417984E0,1.596189618E0,-3.996277332E0,2.352898359E0,4.904506550E0
2.375630796E0,1.571755052E0,-4.048811913E0,2.361450434E0,4.943656541E0
2.377843609E0,1.548542261E0,-4.108676434E0,2.362672329E0,4.986123314E0
2.380056369E0,1.527772784E0,-4.174649715E0,2.362672329E0,5.034283510E0
2.382269182E0,1.504559994E0,-4.249175549E0,2.354120255E0,5.085378628E0
2.384481942E0,1.482568860E0,-4.331031322E0,2.341902733E0,5.142018198E0
2.386694755E0,1.460577726E0,-4.418995857E0,2.323576927E0,5.201905556E0
2.388907515E0,1.437364817E0,-4.509403706E0,2.301585674E0,5.262892362E0
2.391120328E0,1.411708474E0,-4.593703270E0,2.274707794E0,5.316890642E0
2.393333140E0,1.388495684E0,-4.675559044E0,2.245386124E0,5.369406995E0
2.395545953E0,1.367726207E0,-4.748862743E0,2.212399483E0,5.414525261E0
2.397758661E0,1.349400282E0,-4.806283951E0,2.172082424E0,5.444188516E0
2.399971526E0,1.334739566E0,-4.851488113E0,2.129321814E0,5.463742125E0
2.402184286E0,1.323743939E0,-4.882031441E0,2.079231024E0,5.468978941E0
2.404397098E0,1.315191865E0,-4.896692276E0,2.026696682E0,5.460295260E0
2.406609911E0,1.310304999E0,-4.899135590E0,1.970497012E0,5.440706497E0
2.408822671E0,1.305418015E0,-4.890583515E0,1.909410596E0,5.409969698E0
2.411035432E0,1.301752806E0,-4.874701023E0,1.845880628E0,5.372573473E0
2.413248244E0,1.298087597E0,-4.846601009E0,1.778685570E0,5.323372532E0
2.415461005E0,1.295644164E0,-4.809949398E0,1.711490393E0,5.267210493E0
2.417673817E0,1.289535522E0,-4.765966892E0,1.641851783E0,5.203173989E0
2.419886630E0,1.285870314E0,-4.712211132E0,1.574656725E0,5.132050274E0
2.422099390E0,1.278540015E0,-4.649902821E0,1.509904981E0,5.053323051E0
2.424312203E0,1.271209598E0,-4.583929539E0,1.450040221E0,4.973027297E0
2.426525015E0,1.265100956E0,-4.517955780E0,1.393840671E0,4.894404629E0
2.428737776E0,1.258992314E0,-4.455647469E0,1.341306329E0,4.820472869E0
2.430950536E0,1.254105449E0,-4.399447918E0,1.289993644E0,4.753104886E0
2.433163348E0,1.249218464E0,-4.346913815E0,1.239902735E0,4.689729765E0
2.435376161E0,1.245553255E0,-4.296823025E0,1.188590169E0,4.628913221E0
2.437588921E0,1.244331598E0,-4.249175549E0,1.138499260E0,4.571655557E0
2.439801734E0,1.244331598E0,-4.201528072E0,1.087186575E0,4.514772853E0
2.442014546E0,1.243109822E0,-4.157545567E0,1.032208800E0,4.460489006E0
2.444227307E0,1.247996688E0,-4.116006851E0,9.784526825E-1,4.410938424E0
2.446440119E0,1.251661897E0,-4.076911449E0,9.198096395E-1,4.362787440E0
2.448652880E0,1.257770538E0,-4.045146465E0,8.611665964E-1,4.322823679E0
2.450865692E0,1.263879180E0,-4.017046928E0,8.013018966E-1,4.286740176E0
2.453078453E0,1.269987822E0,-3.999942541E0,7.426588535E-1,4.261918766E0
2.455291265E0,1.278540015E0,-3.992612123E0,6.827940941E-1,4.247566823E0
2.457504078E0,1.284648657E0,-3.990168810E0,6.265945435E-1,4.238441934E0
2.459716838E0,1.293200731E0,-3.992612123E0,5.740602016E-1,4.235901889E0
2.461929651E0,1.298087597E0,-3.996277332E0,5.239692926E-1,4.234360370E0
2.464142411E0,1.305418015E0,-3.998720884E0,4.775435328E-1,4.233430374E0
2.466355223E0,1.313970089E0,-4.001164436E0,4.323395491E-1,4.233527102E0
2.468567984E0,1.318857074E0,-4.003607750E0,3.932442069E-1,4.233544614E0
2.470780796E0,1.327409148E0,-4.003607750E0,3.578140438E-1,4.233074645E0
2.472993557E0,1.333517790E0,-4.003607750E0,3.236056268E-1,4.232241169E0
2.475206369E0,1.338404775E0,-4.002386093E0,2.955058515E-1,4.230572714E0
2.477419182E0,1.343291640E0,-3.998720884E0,2.661843300E-1,4.226707376E0
2.479631942E0,1.348178625E0,-3.997499228E0,2.405280024E-1,4.225569713E0
2.481844755E0,1.351843715E0,-3.998720884E0,2.222020626E-1,4.226892936E0
2.484057515E0,1.355508924E0,-4.007272720E0,2.124282271E-1,4.235654005E0
2.486270328E0,1.359174132E0,-4.021933556E0,2.063195854E-1,4.250396643E0
2.488483088E0,1.359174132E0,-4.039037704E0,2.099847645E-1,4.266763821E0
2.490695901E0,1.354287267E0,-4.059807301E0,2.185368687E-1,4.285310687E0
2.492908661E0,1.348178625E0,-4.086685181E0,2.307541668E-1,4.309504479E0
2.495121473E0,1.333517790E0,-4.118450165E0,2.539670467E-1,4.336404123E0
2.497334286E0,1.315191865E0,-4.156323910E0,2.735147178E-1,4.368016528E0
2.499547098E0,1.294422507E0,-4.206414700E0,2.979492843E-1,4.411148153E0
2.501759859E0,1.271209598E0,-4.263836384E0,3.260490894E-1,4.461231059E0
2.503972671E0,1.241888046E0,-4.322479248E0,3.553705812E-1,4.511363543E0
2.506185432E0,1.212566614E0,-4.392117977E0,3.883572817E-1,4.572946479E0
2.508398244E0,1.178358197E0,-4.467864990E0,4.213439822E-1,4.639814260E0
2.510611005E0,1.144149780E0,-4.547277451E0,4.518872201E-1,4.710733806E0
2.512823817E0,1.112384796E0,-4.624246597E0,4.885390997E-1,4.781184684E0
2.515036630E0,1.075732827E0,-4.697550297E0,5.239692926E-1,4.847548218E0
2.517249390E0,1.039080977E0,-4.772075653E0,5.581777096E-1,4.915684863E0
2.519462203E0,1.003650784E0,-4.839270592E0,5.936078429E-1,4.977773099E0
2.521674963E0,9.694424272E-1,-4.901578903E0,6.290380359E-1,5.035968945E0
2.523887776E0,9.364557266E-1,-4.956556797E0,6.632464528E-1,5.087661591E0
2.526100588E0,9.034690261E-1,-5.007869244E0,6.986765862E-1,5.136453992E0
2.528313348E0,8.680388331E-1,-5.059182167E0,7.341067195E-1,5.185337818E0
2.530526109E0,8.362739086E-1,-5.110494614E0,7.658717036E-1,5.234794047E0
2.532738973E0,8.008437157E-1,-5.161807537E0,7.939714789E-1,5.283559256E0
2.534951734E0,7.629700899E-1,-5.213119984E0,8.208495378E-1,5.332216920E0
2.537164546E0,7.250964642E-1,-5.265654564E0,8.403972387E-1,5.381370679E0
2.539384494E0,6.823359728E-1,-5.320632458E0,8.575014472E-1,5.432312662E0
2.541590067E0,6.383537054E-1,-5.374388218E0,8.709404469E-1,5.481795457E0
2.543802880E0,5.955931544E-1,-5.429366112E0,8.782708645E-1,5.532097911E0
2.546015692E0,5.479456782E-1,-5.480679035E0,8.831577301E-1,5.578355916E0
2.548228453E0,4.990765154E-1,-5.530769825E0,8.831577301E-1,5.623029415E0
2.550441265E0,4.440986812E-1,-5.573530197E0,8.831577301E-1,5.660515001E0
2.552654026E0,3.878991306E-1,-5.611403942E0,8.794925809E-1,5.693138602E0
2.554866838E0,3.268126547E-1,-5.639503479E0,8.770490885E-1,5.716644217E0
2.557083609E0,2.583957911E-1,-5.650499344E0,8.770490885E-1,5.723995661E0
2.559292411E0,1.875354946E-1,-5.643168926E0,8.758273721E-1,5.713807721E0
2.561505223E0,1.301141977E-1,-5.641947269E0,8.770490885E-1,5.711191977E0
2.563717984E0,6.414080411E-2,-5.639503479E0,8.819360137E-1,5.708408243E0
2.565930796E0,-6.108647794E-4,-5.630951405E0,8.831577301E-1,5.699787862E0
2.568143609E0,-6.658425927E-2,-5.611403942E0,8.843795061E-1,5.681057540E0
2.570356369E0,-1.325576603E-1,-5.580860615E0,8.831577301E-1,5.651862022E0
2.572569182E0,-1.985310465E-1,-5.540543556E0,8.807142973E-1,5.613616940E0
2.574781942E0,-2.620609999E-1,-5.492896080E0,8.782708645E-1,5.568836775E0
2.576994755E0,-3.292561173E-1,-5.440361500E0,8.746056557E-1,5.520043287E0
2.579207567E0,-3.940077722E-1,-5.382940292E0,8.672752976E-1,5.466576146E0
2.581420328E0,-4.612029195E-1,-5.314523697E0,8.623883724E-1,5.403756468E0
2.583633140E0,-5.283980370E-1,-5.241219997E0,8.526145220E-1,5.336341731E0
2.585845901E0,-5.919279456E-1,-5.160585880E0,8.428406715E-1,5.262357430E0
2.588058713E0,-6.591231227E-1,-5.079951286E0,8.355103135E-1,5.190224065E0
2.590271473E0,-7.238747478E-1,-5.005425930E0,8.220712543E-1,5.123873978E0
2.592484286E0,-7.898481488E-1,-4.934565544E0,8.086322546E-1,5.062379216E0
2.594697046E0,-8.545998335E-1,-4.872257710E0,7.951932549E-1,5.010146542E0
2.596909859E0,-9.169080257E-1,-4.811171055E0,7.768672705E-1,4.958992842E0
2.599122671E0,-9.792162180E-1,-4.753749847E0,7.597630620E-1,4.912661389E0
2.601335432E0,-1.043967962E0,-4.704880714E0,7.402154207E-1,4.875827162E0
2.603548244E0,-1.106276155E0,-4.662119865E0,7.157807946E-1,4.844744649E0
2.605761057E0,-1.172249556E0,-4.623024464E0,6.901245117E-1,4.819003637E0
2.607973869E0,-1.237001181E0,-4.586372852E0,6.656898856E-1,4.796679152E0
2.610186630E0,-1.304196358E0,-4.550942421E0,6.351466775E-1,4.776548582E0
2.612399442E0,-1.372613192E0,-4.514290810E0,6.058251262E-1,4.757090768E0
2.614612203E0,-1.439808249E0,-4.473973751E0,5.752819180E-1,4.735022514E0
2.616825015E0,-1.508225083E0,-4.427547932E0,5.471821427E-1,4.709281462E0
2.619037776E0,-1.572976828E0,-4.381122112E0,5.251910090E-1,4.684475708E0
2.621250588E0,-1.636506796E0,-4.332252979E0,5.044215918E-1,4.658434449E0
2.623463348E0,-1.693928003E0,-4.277275085E0,4.860956371E-1,4.626095892E0
2.625676161E0,-1.751349330E0,-4.222297192E0,4.714348912E-1,4.595352969E0
2.627888921E0,-1.802662015E0,-4.170984745E0,4.592176080E-1,4.567010499E0
2.630101734E0,-1.855196357E0,-4.123337269E0,4.531089365E-1,4.544113936E0
2.632314546E0,-1.900400281E0,-4.086685181E0,4.445568323E-1,4.528813064E0
2.634527307E0,-1.941939116E0,-4.056142330E0,4.433351159E-1,4.518845445E0
2.636740119E0,-1.982256174E0,-4.029263973E0,4.396699369E-1,4.511941640E0
2.638952880E0,-2.020129919E0,-4.003607750E0,4.347830117E-1,4.505422974E0
2.641165692E0,-2.055559874E0,-3.981616735E0,4.323395491E-1,4.501723637E0
2.643380640E0,-2.090990067E0,-3.964512348E0,4.298960865E-1,4.502711212E0
2.645591317E0,-2.121533394E0,-3.951073408E0,4.286743701E-1,4.505069004E0
2.647804078E0,-2.154520035E0,-3.936412573E0,4.274526238E-1,4.507772872E0
2.650016890E0,-2.186285019E0,-3.924195290E0,4.237874448E-1,4.512066783E0
2.652229651E0,-2.216828346E0,-3.915643215E0,4.237874448E-1,4.519533771E0
2.654442463E0,-2.244928122E0,-3.904647589E0,4.237874448E-1,4.523888909E0
2.656655223E0,-2.273027897E0,-3.893652201E0,4.262309074E-1,4.528670452E0
2.658868036E0,-2.299905777E0,-3.886321783E0,4.286743701E-1,4.536168571E0
2.661080796E0,-2.324340582E0,-3.880213022E0,4.311178327E-1,4.543619133E0
2.663293609E0,-2.346331596E0,-3.872882605E0,4.347830117E-1,4.549013948E0
2.665506421E0,-2.368322849E0,-3.866774082E0,4.408916533E-1,4.555796349E0
2.667719182E0,-2.390313864E0,-3.861887217E0,4.470002949E-1,4.563724631E0
2.669931994E0,-2.411083221E0,-3.860665321E0,4.543306828E-1,4.574327862E0
2.672144755E0,-2.434296131E0,-3.863108873E0,4.616610706E-1,4.589394161E0
2.674357567E0,-2.458730698E0,-3.863108873E0,4.689914286E-1,4.603142380E0
2.676570328E0,-2.474613190E0,-3.866774082E0,4.763218164E-1,4.615466901E0
2.678783140E0,-2.496604443E0,-3.867995739E0,4.848739207E-1,4.629203765E0
2.680995953E0,-2.518595457E0,-3.866774082E0,4.909825623E-1,4.640725025E0
2.683208713E0,-2.539364815E0,-3.866774082E0,4.995346665E-1,4.652939968E0
2.685421526E0,-2.557690859E0,-3.867995739E0,5.044215918E-1,4.664505838E0
2.687634286E0,-2.578460217E0,-3.867995739E0,5.105302334E-1,4.676589489E0
2.689847098E0,-2.599229574E0,-3.869217396E0,5.154171586E-1,4.689615387E0
2.692059859E0,-2.622442484E0,-3.870439291E0,5.239692926E-1,4.704471140E0
2.694272671E0,-2.644433737E0,-3.871660948E0,5.264127254E-1,4.718039703E0
2.696485484E0,-2.668868303E0,-3.864330530E0,5.288561583E-1,4.726055152E0
2.698698296E0,-2.694524527E0,-3.857000113E0,5.288561583E-1,4.734617316E0
2.700911057E0,-2.720180750E0,-3.850891590E0,5.239692926E-1,4.743763608E0
2.703123817E0,-2.744615555E0,-3.842339516E0,5.154171586E-1,4.749962352E0
2.705336630E0,-2.765384912E0,-3.827678680E0,5.019781590E-1,4.748732448E0
2.707549390E0,-2.789819479E0,-3.805687666E0,4.848739207E-1,4.743569759E0
2.709762203E0,-2.809367180E0,-3.777587891E0,4.604393244E-1,4.730192236E0
2.711975015E0,-2.827692986E0,-3.745822906E0,4.360047281E-1,4.713505807E0
2.714187776E0,-2.844797373E0,-3.710392714E0,4.091266990E-1,4.693321940E0
2.716400588E0,-2.858236313E0,-3.666410446E0,3.773617148E-1,4.664170049E0
2.718613401E0,-2.871675253E0,-3.618762970E0,3.431532979E-1,4.632463532E0
2.720826161E0,-2.882670879E0,-3.567450285E0,3.089448512E-1,4.596948972E0
2.723038973E0,-2.894888163E0,-3.508807182E0,2.710712552E-1,4.556927138E0
2.725251734E0,-2.907105446E0,-3.446499109E0,2.319758981E-1,4.514801325E0
2.727464546E0,-2.918101072E0,-3.386634350E0,1.916588247E-1,4.474521113E0
2.729677359E0,-2.930318356E0,-3.336543322E0,1.525634825E-1,4.443260359E0
2.731890119E0,-2.938870430E0,-3.288896084E0,1.110246703E-1,4.412042988E0
2.734102932E0,-2.946200848E0,-3.249800682E0,7.070759684E-2,4.387060915E0
2.736315692E0,-2.953531265E0,-3.208261728E0,2.672533318E-2,4.360849057E0
2.738528505E0,-2.962083340E0,-3.164279461E0,-1.725693047E-2,4.334385772E0
2.740741317E0,-2.964526892E0,-3.119075537E0,-6.246092543E-2,4.303597712E0
2.742954078E0,-2.965748549E0,-3.073871613E0,-1.003345400E-1,4.272518948E0
2.745166890E0,-2.966970205E0,-3.033554554E0,-1.418733448E-1,4.245644059E0
2.747379703E0,-2.960861683E0,-2.989572287E0,-1.760817766E-1,4.211323919E0
2.749592463E0,-2.955974579E0,-2.948033333E0,-2.054032832E-1,4.179817789E0
2.751805276E0,-2.949866056E0,-2.911381483E0,-2.335030586E-1,4.151189657E0
2.754018036E0,-2.943757296E0,-2.882060051E0,-2.554942071E-1,4.127620918E0
2.756230796E0,-2.937648773E0,-2.858847141E0,-2.738201320E-1,4.108255683E0
2.758443609E0,-2.929096699E0,-2.846629858E0,-2.872591615E-1,4.094560641E0
2.760656421E0,-2.919322729E0,-2.842964649E0,-2.994764447E-1,4.085900064E0
2.762869182E0,-2.914435863E0,-2.842964649E0,-3.068068326E-1,4.082954179E0
2.765081994E0,-2.903440237E0,-2.849073410E0,-3.104720116E-1,4.079654076E0
2.767294807E0,-2.893666506E0,-2.856403828E0,-3.092502952E-1,4.077742564E0
2.769507567E0,-2.883892536E0,-2.866177559E0,-3.031416535E-1,4.077217779E0
2.771720380E0,-2.869231939E0,-2.882060051E0,-2.982547283E-1,4.077709889E0
2.773933192E0,-2.857014656E0,-2.901607752E0,-2.848156989E-1,4.082031390E0
2.776145953E0,-2.838688612E0,-2.923598766E0,-2.652680278E-1,4.083619707E0
2.778358765E0,-2.821584463E0,-2.951698542E0,-2.383899838E-1,4.090316974E0
2.780571578E0,-2.800815105E0,-2.982241869E0,-2.078467458E-1,4.096526833E0
2.782784338E0,-2.780045509E0,-3.015228510E0,-1.687513888E-1,4.104720823E0
2.784997151E0,-2.758054495E0,-3.046993494E0,-1.308777779E-1,4.111953665E0
2.787209911E0,-2.736063242E0,-3.075093269E0,-8.567378670E-2,4.116986844E0
2.789422723E0,-2.715293884E0,-3.104414701E0,-3.802633286E-2,4.124519065E0
2.791635536E0,-2.694524527E0,-3.132514477E0,1.328630932E-2,4.131983289E0
2.793848296E0,-2.674976826E0,-3.158170938E0,6.582067907E-2,4.139308766E0
2.796061109E0,-2.659094334E0,-3.182605505E0,1.195767820E-1,4.148982897E0
2.798273869E0,-2.641990185E0,-3.209483624E0,1.757763475E-1,4.160744475E0
2.800486682E0,-2.630994558E0,-3.237583399E0,2.283107042E-1,4.178062279E0
2.802699494E0,-2.621220827E0,-3.266904831E0,2.796233594E-1,4.197815506E0
2.804912255E0,-2.613890409E0,-3.301113367E0,3.284925222E-1,4.223467754E0
2.807125067E0,-2.607781649E0,-3.340208530E0,3.761399984E-1,4.254291886E0
2.809337880E0,-2.600451469E0,-3.381747484E0,4.250091612E-1,4.287096532E0
2.811550640E0,-2.594342709E0,-3.426951408E0,4.726566374E-1,4.324120066E0
2.813763453E0,-2.590677500E0,-3.475820541E0,5.178605914E-1,4.365904023E0
2.815976213E0,-2.583347082E0,-3.519802809E0,5.630646348E-1,4.402242127E0
2.818189026E0,-2.578460217E0,-3.560119867E0,6.082686186E-1,4.437668450E0
2.820401786E0,-2.573573351E0,-3.597993612E0,6.461422443E-1,4.470608194E0
2.822614598E0,-2.572351694E0,-3.627315044E0,6.827940941E-1,4.498957151E0
2.824827411E0,-2.573573351E0,-3.655414820E0,7.145590782E-1,4.527243308E0
2.827040223E0,-2.572351694E0,-3.677406073E0,7.389936447E-1,4.548232653E0
2.829252984E0,-2.572351694E0,-3.698175430E0,7.634282708E-1,4.569060897E0
2.831465744E0,-2.576016665E0,-3.711614370E0,7.793107629E-1,4.584677563E0
2.833683921E0,-2.577238560E0,-3.712836027E0,7.927497625E-1,4.588655810E0
2.835891317E0,-2.582125425E0,-3.709171057E0,8.025236130E-1,4.590137884E0
